Price,Mileage,Make,Cylinder,Liter,Doors,Cruise,Sound,Leather,Litersq
28829.028,26503,SAAB,4,2.3,4,1,0,1,5.29
26955.0412,31773,SAAB,4,2.3,4,1,0,1,5.29
33005.77996,6409,SAAB,4,2.3,4,1,1,1,5.29
30661.26015,14278,SAAB,4,2.3,4,1,0,1,5.29
30443.8799,15050,SAAB,4,2.3,4,1,0,1,5.29
30322.15057,16225,SAAB,4,2.3,4,1,1,1,5.29
31153.00896,17317,SAAB,4,2.3,4,1,0,1,5.29
31084.93761,18187,SAAB,4,2.3,4,1,1,1,5.29
31156.59579,18805,SAAB,4,2.3,4,1,1,1,5.29
29114.54451,21960,SAAB,4,2.3,4,1,0,1,5.29
30800.65839,8017,SAAB,4,2.3,4,1,0,1,5.29
28204.60358,22021,SAAB,4,2.3,4,1,1,1,5.29
30959.93213,17673,SAAB,4,2.3,4,1,1,1,5.29
29986.7915,18464,SAAB,4,2.3,4,1,0,1,5.29
29908.18098,19830,SAAB,4,2.3,4,1,1,1,5.29
29197.7913,20907,SAAB,4,2.3,4,1,0,1,5.29
29321.08251,21545,SAAB,4,2.3,4,1,0,1,5.29
29481.52876,21822,SAAB,4,2.3,4,1,1,1,5.29
27788.81324,26786,SAAB,4,2.3,4,1,0,1,5.29
16916.86954,2879,Saturn,4,2.2,2,1,0,1,4.84
15639.03674,8507,Saturn,4,2.2,2,1,0,0,4.84
16256.23617,10555,Saturn,4,2.2,2,0,0,1,4.84
15395.01087,12920,Saturn,4,2.2,2,1,0,0,4.84
14881.95545,14376,Saturn,4,2.2,2,0,0,0,4.84
15277.06759,16951,Saturn,4,2.2,2,0,1,0,4.84
14702.79832,17656,Saturn,4,2.2,2,1,1,0,4.84
15033.15032,19455,Saturn,4,2.2,2,0,0,1,4.84
13991.04006,21020,Saturn,4,2.2,2,0,1,0,4.84
14771.00346,22255,Saturn,4,2.2,2,1,0,1,4.84
13719.23831,23645,Saturn,4,2.2,2,0,0,0,4.84
13869.15494,24349,Saturn,4,2.2,2,1,1,0,4.84
13518.23525,25981,Saturn,4,2.2,2,1,1,0,4.84
13825.15471,26034,Saturn,4,2.2,2,0,0,1,4.84
13811.15502,26236,Saturn,4,2.2,2,0,1,1,4.84
14077.96885,26788,Saturn,4,2.2,2,0,0,1,4.84
14411.85885,26986,Saturn,4,2.2,2,1,0,1,4.84
13600.03418,27231,Saturn,4,2.2,2,0,1,0,4.84
13032.8681,30108,Saturn,4,2.2,2,1,1,1,4.84
11539.04853,38958,Saturn,4,2.2,2,0,0,0,4.84
14739.06724,1737,Saturn,4,2.2,4,0,0,1,4.84
15110.1926,2392,Saturn,4,2.2,4,1,1,0,4.84
14202.99715,11836,Saturn,4,2.2,4,0,0,0,4.84
15194.97535,12412,Saturn,4,2.2,4,0,0,1,4.84
14116.92151,12878,Saturn,4,2.2,4,1,0,0,4.84
13174.07101,13318,Saturn,4,2.2,4,0,0,1,4.84
13258.36589,14938,Saturn,4,2.2,4,1,1,1,4.84
12791.75109,16163,Saturn,4,2.2,4,0,0,1,4.84
13998.12928,18257,Saturn,4,2.2,4,0,1,1,4.84
14568.00225,18511,Saturn,4,2.2,4,0,1,1,4.84
13122.90546,19101,Saturn,4,2.2,4,0,1,1,4.84
13494.28878,19500,Saturn,4,2.2,4,1,0,1,4.84
12036.21675,19853,Saturn,4,2.2,4,0,1,1,4.84
12162.14005,21770,Saturn,4,2.2,4,0,1,0,4.84
12333.60399,21877,Saturn,4,2.2,4,0,0,0,4.84
12099.01458,22758,Saturn,4,2.2,4,1,1,0,4.84
12119.0897,22826,Saturn,4,2.2,4,0,0,1,4.84
11679.92355,23388,Saturn,4,2.2,4,0,0,0,4.84
13216.91205,24069,Saturn,4,2.2,4,0,1,0,4.84
12412.52111,24664,Saturn,4,2.2,4,0,1,1,4.84
12284.28829,24740,Saturn,4,2.2,4,1,1,0,4.84
12594.18301,26328,Saturn,4,2.2,4,0,0,1,4.84
12105.98134,28298,Saturn,4,2.2,4,0,1,0,4.84
11873.53399,28398,Saturn,4,2.2,4,0,0,0,4.84
12965.22327,29707,Saturn,4,2.2,4,0,1,1,4.84
10563.06616,32458,Saturn,4,2.2,4,0,0,0,4.84
11413.5304,32619,Saturn,4,2.2,4,1,0,1,4.84
11504.82455,33962,Saturn,4,2.2,4,0,0,0,4.84
11521.52589,34998,Saturn,4,2.2,4,0,1,1,4.84
18173.97808,5826,Saturn,6,3,4,1,1,1,9
18490.98303,7755,Saturn,6,3,4,1,1,1,9
17322.0784,10102,Saturn,6,3,4,1,0,1,9
17978.357,10986,Saturn,6,3,4,1,0,0,9
16425.1748,14242,Saturn,6,3,4,1,0,0,9
16507.07027,16229,Saturn,6,3,4,1,0,0,9
16175.9576,19095,Saturn,6,3,4,1,1,0,9
15731.1329,20484,Saturn,6,3,4,1,1,0,9
15118.89323,25979,Saturn,6,3,4,1,1,0,9
13585.6368,35662,Saturn,6,3,4,1,0,0,9
